iter	R2	MAE
882	0.9482136678	0.09162129724
883	0.9482451777	0.09155749863
884	0.9483118003	0.09148806472
885	0.9483784082	0.09139370594
886	0.9483915504	0.09135974838
887	0.9484669562	0.09126337898
888	0.948491308	0.09120396759
889	0.9485510537	0.09112036969
890	0.9488025509	0.0909519124
891	0.9488288004	0.09090658041
892	0.948971992	0.09079555289
893	0.9490100442	0.09073377367
894	0.9490513424	0.09065275358
895	0.9490761248	0.09059813837
896	0.9491052494	0.09053611978
897	0.9491275737	0.0904971594
898	0.949147913	0.09044172397
899	0.9492248079	0.0903898446
900	0.949278006	0.09035374311
901	0.9493417763	0.09024347926
902	0.9493677739	0.09018963707
903	0.9494323702	0.09008880106
904	0.9494502693	0.09004791268
905	0.9494744354	0.09000020608
906	0.9496539407	0.08992645887
907	0.9496895267	0.0898698007
908	0.9497518395	0.08980357215
909	0.9497937555	0.08973858686
910	0.9498078441	0.08969412777
911	0.9498349194	0.08964305442
912	0.9498556812	0.08959984434
913	0.9499050701	0.08951639404
914	0.9499448222	0.08945874678
915	0.9499872665	0.08939120822
916	0.950047653	0.08929239911
917	0.9501198429	0.08920163551
918	0.9502689687	0.08908599903
919	0.9502807424	0.08904393639
920	0.9503034735	0.08899686733
921	0.9503442937	0.08894425478
922	0.9504325731	0.08882545776
923	0.9504584985	0.08878091473
924	0.9504823466	0.08873002235
925	0.9505482063	0.08862910318
926	0.9505875798	0.08855712049
927	0.9506193446	0.08849584673
928	0.9506557105	0.08843835125
929	0.950846371	0.0883249083
930	0.9508816526	0.08826445375
931	0.9509230871	0.0882218983
932	0.9509771432	0.08814410683
933	0.9510194994	0.08809370469
934	0.9510693922	0.08802463868
935	0.9511139105	0.08794264939
936	0.9511402882	0.08787910875
937	0.9512389071	0.08776373467
938	0.951284263	0.08768921477
939	0.9513882958	0.08756828469
940	0.9514277778	0.08750447884
941	0.9515378183	0.08741932938
942	0.9515572217	0.08736093024
943	0.9515839469	0.08730526149
944	0.9516269279	0.08725578662
945	0.9516736241	0.08719845804
946	0.9517185452	0.08714409888
947	0.9517632203	0.08707392337
948	0.9518689007	0.08696728891
949	0.9519229742	0.08687946692
950	0.9519609626	0.08680667079
951	0.951991953	0.08676077707
952	0.9520337538	0.08670088427
953	0.9520822955	0.08663845322
954	0.9520997958	0.08659093721
955	0.9521286008	0.08653763649
956	0.9521750907	0.08645626016
957	0.9522631605	0.08636105083
958	0.9523184416	0.08629029619
959	0.952333587	0.08624832568
960	0.9523824303	0.08617160513
961	0.9524561501	0.08606587977
962	0.9524964393	0.08600984876
963	0.9525209145	0.08595768282
964	0.9525379698	0.0859110296
965	0.9526044042	0.08583493811
966	0.9526227619	0.08579303069
967	0.9526670142	0.0857082309
968	0.9527441544	0.08563116548
969	0.952765338	0.08559253241
970	0.9527973176	0.08551972686
971	0.9528076686	0.0854912589
972	0.9529275686	0.08540089199
973	0.9529719684	0.08531965402
974	0.9529785801	0.08529785106
975	0.9530003397	0.08525224403
976	0.9530249211	0.08519723088
977	0.9530515488	0.08514755545
978	0.9530742065	0.08508658141
979	0.9530963372	0.08503723309
980	0.9531237096	0.08498497137
981	0.9531323416	0.08496085044
982	0.9531659631	0.08489512238
983	0.9532051564	0.08484820028
984	0.9532181194	0.08481826727
985	0.9532459101	0.08476348624
986	0.9532786118	0.08471024817
987	0.953394589	0.0846050385
988	0.9534145445	0.08456752927
989	0.9534329537	0.08453107303
990	0.9534605145	0.08448405067
991	0.9535047346	0.08440662597
992	0.9535570117	0.08432896964
993	0.9536035876	0.08424659137
994	0.9536406954	0.08419234913
995	0.9536869178	0.08412242148
996	0.9537188033	0.08405763257
997	0.9537623661	0.08399351515
998	0.9538029862	0.08394342535
999	0.9538201129	0.08390370731
